Comment,Sentiment
அவன் ஜூஸ் குடிக்க வச்சான் நீங்க அவன் மூத்திரத்தை புடிச்சு குடிங்க இதெல்லாம் ஒரு நியூஸ் என்று போட்டுட்டு சாவடிச்சிடுவேன் டா ஒருத்தன் மூடிட்டு போங்கடா,-1
ரொம்ப அவசிய புண்ட இது,0
ரொம்ப முக்கியம்,1
வெண்முரசு படிக்க,1
அனைத்தும் தமிழ் புத்தகங்கள் அதுதான் எனக்கு ஆச்சரியம்,-1
அருமை அருமை நண்பர் சமுத்திரக்கனி அவர்களுக்கு என் மனமார்ந்த நன்கறியும் வாழ்த்துக்களும் உங்களுடைய படைப்புக்களையும் நடிப்பையும் நான் நேசித்து ரசித்து பார்ப்பதுண்டு ஆனால் உங்களுக்குள் இப்படி ஒரு படிப்பாளி ஒழிந்திருப்பார் என்று நினைக்கவில்லை அதை தெரிந்து கொண்டதில் மிக்க மகிழ்ச்சி அதை தெரியப்படுத்திய தொகுப்பாளருக்கும் ஒரு மிகப்பெரிய நன்றி மீண்டும் ஒரு வாழ்த்துக்கள் நண்பா,-1
சமுத்திரகனி சார் இவ்வளவு புத்தகம் வைத்திருப்பார் என்று நினைத்து கூட பார்க்கவில்லை,-1
புத்தகம் வாசிப்போம் வாழ்வை நேசிப்போம்,1
ரகசிய சினேகிதி நானும் பாலகுமாரன் நாவல்களுக்கு ரசிகை வாசகி புத்தகங்கள வாசிப்பை திருடியிருந்தாலும் வாசிப்பை விட்டு விடக்கூடாது என்பதற்காகவே தினமும் செய்தித்தாள் வாசிப்பை தொடர்கிறேன் எங்களுக்கு வாசிப்பு பழக்கத்தை எங்கள் தாய் வயதிலிருந்தே முத்தாரம் பாக்யா கல்கண்டு சிறுவர்கள் புத்தகம் கோகுலம் சந்தமாமா மாதிரியான புத்தகங்களை கடைகளில் மட்டும் அல்லாது லென்டிங் லைப்ரரியிலும் வாங்கி கொடுத்து வாசிப்பை பழக்கப்படுத்தினார் இப்போதும் என் அக்கா தொடர்கிறார் நான் பிடித்த கதை அல்லது நேரம் கிடைக்கும் போது நாவல்கள் படிப்பேன் பிள்ளைகளுக்கு கட்டாயம் வாசிப்பு பழக்கம் இருக்கவேண்டும் ஆனால் இப்போதுள்ள பிள்ளைகள் பாடபுத்தகத்தையே ல் தான் படிக்கிறார்கள்,1
புத்தகம் படிப்பதற்கு இப்போது நேரம் என்பது அதைவிட வலைதளம் தடையாக இருக்கிறது,0
வேள்பாரி அருமையான புத்தகம்,1
ஒரு நொடி உடல் சிலிர்த்தது அருமைமிகச்சிறந்த விளக்கம் ஆகச்சிறந்த படைப்புகளின் சேகரிப்புகள் பள்ளிப் புத்தகம் போன்றவற்றில் வீட்டு நூலகம் பற்றி படித்திருக்கிறேன் இப்படி ஒன்று உண்மையிலேயே இப்பவும் இருக்குனு பாக்கும் போது சந்தோசமா இருக்கு இந்த மலையளவு கடலளவு நூல்களுள் நான் கடுகளவு வாசித்துள்ளேன் என்பதில் உள்ளுக்குள் மகிழ்ச்சி கலாட்டா இப்போதான் ஒரு உருப்படியான தேவையான காணொலி பதிவு செஞ்சிருக்கிங்க இதோட விட்டுடாம தொடர்ந்து செஞ்சா நல்லா இருக்கும்,-1
மனுஷன் கொழந்த மாதிரி மாறி புத்தகங்கள பத்தி பேசராருயா,-1
புத்தகம் வைச்சிருக்கவன் எல்லாம் அமைதியா இருக்கான் புத்தகம் வைச்சிருக்கிற மிஷ்கின் பன்ற அளப்பற இருக்கே அய்யய்யோ,-1
வார்த்தைகள் இல்லை மெய்சிலிர்க்க வைக்கிறது உணர்வுபூர்வமான வாழ்த்துக்கள்,-1
என்னா படுச்சு என்ன ப்ரீயோஜனம்,-1
சமுத்திரக்கனி யின் இந்த முகம் ஆச்சரியப்படுத்துகிறது படிப்பாளிய் இருக்கும் படைப்பாளிகளின் வெற்றி உறுதியானது,1
அருமை,0
அண்ணன் உண்மையாகவே ஒரு மா மனிதர்,-1
இவர் சிறப்பாக பேசும்போதே சிறந்த பேச்சு திறமை உள்ளவராகவும் இருக்கிறார்னு சின்ன சந்தேகம் இருந்தது அது ஊர்ஜிதம் ஆயிருச்சு இவ்வளவு அறிவு எங்கிருந்து வந்ததுன்னு சூப்பர் சூப்பர்,0
சமுத்திரகனி அண்ணே தமிழ் காமிக்ஸ் புத்தகம் இருக்கா,1
ஒரு நடிகனின் நூலகம்,1
சமுத்திரகனி நாயுடு,1
அருமை சமுத்திரகனி சார்,1
ஜெயமோகன் ஆண்டுகளிலையே பக்கங்கள் கொண்ட பாகமாக வெண்முரசை எழுதினார் வெண்முரசு புத்தக வாசிப்பை நேசிப்பவர்களுக்கு கிடைத்த வரம் நான் பாகம் படிச்சாச்சு மீதி பாகங்களையும் படிக்க வேணும் இலங்கையில் புத்தகங்களின் விலைதான் அதிகம்,1
ஆமாங்க நீங்கள் சொல்வது சரிதான் இலங்கையில் புத்தகங்களின் விலை எக்கச்சக்கம்,-1
கருத்து கந்தசாமி,1
கனி அண்ணா உண்மையாகவே அறம் அறத்தை விதைக்கிறது என்னுள் விதைத்து உள்ளது ஏற்கனவே நமக்குள் இருக்கும் அறத்தை அழிக்காமல் காக்க உதவுகிறது மகிழ்ச்சியாக உள்ளது,-1
இவன் ஒரு திருட்டு நாதரி,1
உலகத்திலே மிக அதிக புத்தகம் படித்து முடித்தவர் ஓஷோ அவர்கள் தான் நூலகத்தை நேசியுங்கள்,-1
நல்ல காணொளி,1
சமுத்திர க்கனிசமுத்திர,1
திருக்குறள்,1
தில்லானா மோகனாம்பாள் கொத்தமங்கலம் சுப்பு,0
அருமை ஐயா துரைராஜ் கும்பகோணம் என்னுடைய கவிதை நூல் உறவாடும் கவிதைகள் தங்களுக்குஅனுப்பவேண்டும்,1
சூப்பர் சார்வாழ்த்துக்கள் நூலகர் ரெங்கராஜன்புதுக்கோட்டைமாவட்டம்ஆலங்குடிதாலுகாபள்ளத்திவிடுதிஊராட்சி,1
உடையார் நாவலை இவ்வாறு தொகுத்து வழங்கினால் மகிழ்ச்சி,-1
அருமையான பதிவு அண்ணா,0
மிகவும் சிறப்பாக இருந்தது,1
நல்லா இருக்கு ஆனால் உங்கள் காணொளி எல்லாம் ரொம்ப மெதுவாக இருக்கிறது,0
அருமையான பதிவு,1
அருமையான பதிவு அண்ணா,0
வெகு சிறப்பு வாழ்த்துகள் மற்றம் பாராட்டுகள்,0
இது பிராமனரின் சதி இது தெரியாமல் மக்கள் இதை நம்பி கொண்டு இருக்கிறார்கள்,0
அருமையான பதிவு மிகப்பெரிய வரலாற்றை இவ்வளவு அழகாக உங்களால் கேட்க முடிந்தது நன்றி நன்பா,1
படம் பார்த்து புரிந்ததை விட உங்கள் காணொளியை பார்த்து புரிந்தது அதிகம்மிகவும் அருமையான காணொளி வாழ்த்துக்கள்,0
பாண்டியர்கள் இலங்கை சென்றார்களா,-1
அருமை,0
வெப்பத்தை தணிக்கும் சூழலில் கோடைகாலத்தில் பொக்கிஷம் போல் இரவு நேரத்தில் பெய்த மழையில் எம் தமிழன்னையின் பெருமைமிகு சோழர்குல வரலாற்றை என்னன்பு நண்பன் ஹேமநாத்தின் இனிமையான குரலில் கேட்பது சோழர்கள் வாழ்ந்த காலத்திற்கே என்னை கூட்டி சென்றது போல் பொக்கிஷமான உணர்வு,1
நன்றி சகோ இந்த இல் ஒவ்வொன்றாய்ப் பார்த்து எனக்கு உங்கள் விமர்சனம் தெரிவியுங்கள்,1
ஏனெனில் தமிழே இங்கு முதன்மை,0
நீங்க என்ன சொல்றிங்க என்று எனக்கு புரியல நண்பா ஏனெனில் முழுமையாக எனக்கு ஆங்கில அர்த்தம் தெரியாது இதனால் எனக்கு வருத்தம் இல்லை ஏனெனில் என் தாய்மொழி தமிழ் அது எனக்கு முழுமையாக தெரியும்,-1
முடிந்தால் புத்தகத்தையும் படியுங்கள் சகோ இன்னும் வேற லெவலில் இருக்கும் அதுவும் மழை காலத்தில் இரவு நேரத்தில் புத்தகமோ அல்லது இந்த வீடியோவோ பாருங்க சொர்கம்,-1
அருமை,0
நன்றி சகோ இந்த இல் ஒவ்வொன்றாய்ப் பார்த்து எனக்கு உங்கள் விமர்சனம் தெரிவியுங்கள்,1
கண்டிப்பாக நண்பா,1
இதேபோல் வேறு சில நாவல்களின் கதைகளையும் சிவகாமியின் சபதம் விரைவில் உன் வீடியோகளில் எதிர்பார்போம் வாழ்கவளமுடன் உன் தமிழ் சேவை வளர்க,1
யார் அங்கே க்கு பொற்காசுகளை பரிசாக வழங்குங்கள் மற்றும் ஒரு செப்பு பட்டையம் பார்சல்,-1
அருமை கல்கியின் விசிறிங்களுக்கு நல் விருந்து அற்புதமான படைப்பு,1
நல்ல முயற்சி எனது முகநூல் பக்கத்தில் செய்துவிட்டேன்நன்றி,1
வாழ்த்துக்கள் நண்பா,1
மிக அருமையான முயற்சி தொடரட்டும் காலத்தால் அழியாத காவியத்தை கண்முன்னே கொண்டு வந்து காட்டியமைக்கு மிக்க நன்றி கற்றலின் கேட்டலே நன்று என்பது மெய்,1
அடுத்து வாங்கி உடையார் மற்றும் இராஜேந்திர சோழன் பாலகுமாரன் உடையது போட முயற்சிக்கவும்,1
எப்போ,0
சகோதர ப்பொதான் பார்த்தென் என்னூடைய முதல்,1
இந்த பதிவு என்னை மிகவும் கவர்ந்து விட்டது நண்பா,1
கல்கியின் பொன்னியின் செல்வனை இத்தனை தத்ரூபமான சொல்ல யாரால் கூடும் விலைமதிப்பற்ற முயற்சி வாழ்த்துகள் சகோதரர்,-1
சரி தான்,1
மகிழ்ச்சி,-1
சூப்பர் சகோ ரொம்ப நன்றி,1
வாழ்க வளமுடன் தங்கள் பணி தொடரட்டும்,1
அலையோசை போட முயர்ச்சிக்கவும்,0
அருமையோ அருமை பல மாதங்களாக படிக்க வேண்டும் என எண்ணி அதற்கான வாய்ப்பு அமையாமல் பொன்னியின் செல்வன் படிக்காமல் இருந்தேன் உங்கள் வீடியோ எனக்கு மிகுந்த மகிழ்சசியளிக்கிறது என் நண்பர்களுக்கும் ஷேர் செய்துள்ளேன் இதுபோல பல கதை வீடியோக்கள் போடுங்க நன்றி,1
நன்பரே அப்படியே வருடங்கள் பழமையான பெரும் பிடுகு முத்தரையர் வரலாறையும் கொஞ்சம் விளக்கவும்,1
மிகவும் அருமையாக இருந்தது,-1
மிக சிறப்பு வார்த்தைகள் இல்லை பாராட்ட,0
அரூமையான பதிவு நன்றிகள்,0
நண்பா அதை விட வேற என்ன வேலை,0
சிவகங்கை மாவட்டம்,1
ஏலே என்பது கொச்சை வார்த்தை அல்ல இலக்கிய வார்த்தை ஏலே இளங்கிளியே இன்னும் உறங்குதியோ திருப்பாவை,-1
திருநெல்வேலியில் தென்மாவட்டம் ஹீரோ அண்ணன் ராக்கெட் ராஜா அவர்கள் திருநெல்வேலியில் அண்ணன் அவர்கள் தான்,1
சென்னையை நடுங்கும் திருநெல்வேலி ஊர்க்கார அண்ணா,1
திருநெல்வேலி ல,1
திருநெல்வேலி எங்களுக்கு அடையாளம் நாங்க திருநெல்வேலிக்கே அடையாளம்,1
நான் மதுரைகாரன் எனக்கு நெல்லைனா தெரிந்ததுஜாதி கலவரங்களின் தலைநகரம் நெல்லை,-1
திருநெல்வேலி வந்தாலே உங்களே வரவேற்க எங்க அய்யா காமராஜர் காமராஜர் கம்பிரமாய் நீப்பாங்க வரவேர்பதற்கு,1
நான் தஞ்சை மாவட்டம் எனக்கு தெரிஞ்சி சென்னை பசங்க மாதிரி யாரும் பழகமுடியாது சென்னை பசங்கள்ளுக்கு ஜாதி மதம் இது எதுவுமே தெரியாது நண்பன்னுக்காக எதையும் செய்வாங்க,-1
நீங்க திருநெல்வேலி வந்து பழகி பாருங்க வராம நீங்க பேசினா எப்படி பழகி பாருங்க அதுக்கு பிறகு உங்களுக்கு புரியும் சகோ,1
எம் ஊரை தலைநகரம் பேசும் போது பெருமை கொள்கிறேன்,1
திருநெல்வேலி காரன் மேலே உண்மை யான அன்பு வைத்தால் உயிர் ஐ கூட கொடுப்போம் ல மாமே மாப்ள எழு,-1
திருநெல்வேலி இது வீரம் வீலைஞ்ச மண்ணு,1
நன்றி,1
டேய் முட்டா கூதி வரலாறு உள்ள மதுரைக்கு வந்து பேட்டி எடுடா,-1
டேய் மதுரை பாசத்துக்கும் வீரத்துக்கும் பேர்போன ஊரு டா மதுரைக்கு அப்புறம் தாண்ட வேற எல்லாம்,-1
சகோ திருநெல்வேலி பத்தி தான் பேசிட்டு இருக்காங்க மதுரை பத்தி பேசல அவங்க வாயிலே வருது திருநெல்வேலி தான்னு இதிலேயே தெரியலையா உங்களுக்கு திருநெல்வேலி தான் கெத்து,-1
கல்கத்தாவில் திருநெல்வேலிகாரன் என்று சொன்னேன் அது ஒரு டேன்ஜரஸ் இடம் சொன்னான் ஒரு ஆள்,-1
பகைத்து மட்டும் விடாதே ல நண்பா படைத்தவனே வந்தாலும் படம் ஒடாது,-1
நெல்லை கோனார்,-1
எங்களுக்கு அன்பா பேசுனா அல்வா கொடுக்கவும் தெரியும் வம்பா பேசுனா அரிவாள் எடுக்கவும் தெரியும் திருநெல்வேலி காரண் டா,1
நெல்லை சீமை,1
உயிரை விட மானம் பெரிதென வாழும் திருநெல்வேலி காரன்,1
திருநெல்வேலி ரவுடி ரைடர்ஸ் திருநெல்வேலி தான் எங்களுக்கு அடையாளம் திருநெல்வேலி க்கே நாங்க தான் அடையாளம்,1
நெல்லை மக்கள் லைக் இட்,-1
ஒரு ஜாதி திருநெல்வேலி ல இருக்கு ஒருத்தனுக்கு ஒருத்தன் அடிச்சிக்கிருவாங்க இதான் உண்மை,-1
திருநெல்வேலினாளே கராத்தே செல்வின் நாடார் ராக்கெட் ராஜா தான்,1
திருநெல்வேலி மாஸ்ஸ்ஸ்ஸ்ஸ் பொண்ணு,1
ஏலே,0
ஏலே தான் திருநெல்வேலிக்கு அடையாளம் திருநெல்வேலிக்கே நாடார்தாம்லே அடையாளம்,-1
திருநெல்வேலி நாடார்லே,1
திருநெல்வேலி நாலே ௭ங்க ௮ன்னண் செல்வின் நாடார் தான்,1
இதில் என்ன நார்த்தீகம் இவரும் ஒரு மனிதர் தான் உழைத்து பிழைக்கிறார் எல்லா சமூகத்தினரும் இவரை அன்பு காட்டி மதிக்கிறார்கள் திராவிட கழகத்தை பின் பற்றி பிராமண சமூகத்தை வசை பாடும் சிலர் இவரை பார்த்து வெட்கி தலை குனிய வேண்டும் இவர் முற்படுத்த பட்ட பிரிவு என்பதால் இவருக்கு எந்த வித அரசாங்க சலுகைகளும் மறுக்க படுகின்றன மக்கள் காட்டும் அன்பு தான் இவர் சொத்து திராவிட அரசியல் கட்சிகள் உணரட்டும்,-1
ஓவர் ரேட்,1
தங்கள் வார்த்தைகள் ஒவ்வொன்றும் அட்சரம் பெறும்உழைப்பே உயர்வு வாழ்க வளமுடன்,1
மூத்திர ரசம் இலவசம்,0
பொங்கல் விலை ரூ அளவு கோவிலில் கொடுக்கும் பிரசாதத்தை விட குறைவாக இருக்கும்,-1
மதுரையில் வேற கடையே கிடைக்கவில்லையா சுவை என்றால் என்ன விலை என்று கேட்க வைக்கும் விலை மிகவும் அதிகமாக உள்ளது கடலைமாவு சாம்பார்,-1
இப்படித்தான் நம்பி வந்தோம் கடைசில அமவுண்ட் அதிகம் சாதா தோசை ரூபாய்,-1
வெஸ்ட்,0
ஆயிடும் டா,1
வாழ்த்துக்கள் நண்பரே உழைத்துப்பிழைக்கும் உங்களைப்போன்றவர்களை நாத்திகர்களாகிய நாங்களும் மதிப்பதுண்டு நீங்கள் சாதி பேதம் பார்ப்பவரா என்று எனக்கு தெரியவில்லை அதனால் உழைத்துத்தான் வாழ வேண்டும் என்ற உங்கள் எண்ணத்திற்கு மட்டும் என் வணக்கங்கள் வாழ்த்துக்கள்,-1
வாழ்த்துக்கள்,1
தங்கள் நீ ண்ட நாள் வாழ இறைவநீ டம் வேண்டுகிறேன்,1
எனக்கு இவர் மனைவியை பார்க்க வேண்டும் என்று இருந்திருக்கிறது,0
மனைவி அமைவதெல்லாம் இறைவன் கொடுத்த வரம்,1
இது போன்ற வீடியோக்களைப் பார்த்து ஆகி இன்று காலை உணவு இந்த கடைக்குச் சாப்பிடச் சென்றேன் இட்லி பொங்கல் வடை சாம்பார் சட்னி அனைத்தும் படு மோசம் பூரி சற்று பரவாயில்லை உண்மையச் சொல்றேன் தயவுசெய்து போகாதீங்க ஏமாறாதீங்க,-1
நானும் ஒரு நாள் ரயில்வே ஸ்டேஷனி லிருந்து நடந்து போனேன் என் நேரம் கடை பூட்டியிருந்தது கண் அறுவை சிகிச் ச்சை காரணமாக கடை லீவுனு எழுதிருந்தது,-1
காரணம் எழுதி கடை மூடியது உங்கள் வாடிக்கையாளர்கள் மீது உள்ள அக்கறையை காட்டுகிறது,0
மீனாட்சியை வழிபட மதுரை வந்தால் கண்டிப்பா உங்க உணவகத்தில் கண்டிப்பாக சாப்பிடுவேன்,1
ஐயா நீங்க பேசிய ஒவ்வொரு வார்த்தைகளையும் உண்மையுள்ளது ஐயா,-1
காசு கொடுத்தா எல்லாமே கிடைக்கும் ஆனால் அன்புக்காக தன் வரங்க,-1
உண்மையில் மீனாட்சி அம்மன் தான் அந்த அம்மா,-1
இப்பேர்ப்பட்ட பிராமண பெருமக்களைத்தான் இந்த போலி எச்சை திராவிடர்கள் கொடுமை படுத்தினார்கள்இன்றைக்கு வரை அக்கொடுமையை செய்துகொண்டிருக்கின்றனர் எச்சை திராவிடம்திக திமுக விசிக ககம்யூனிஸ்ட்,-1
நீங்கவெள்ளிக்கிழமை அந்த அன்னபூரணி அம்மாவையும் பேட்டி எடுத்துட்டு வாங்க,-1
உண்மையான உழைப்பு எப்பொழுதும் பணம் தரும் பூரி பார்சலில் கட்டும்போது மசாலா மிகவும் குறைவாக வைத்து கட்டுகிறார் தேங்காய் சட்டியின் குறைவாக வைக்கிறார் சாப்பிடுவதற்கு தொட்டுக் கொள்ளபத்தாது,-1
ஏலே என்பது கொச்சை வார்த்தை அல்ல இலக்கிய வார்த்தை ஏலே இளங்கிளியே இன்னும் உறங்குதியோ  திருப்பாவை,-1
திருநெல்வேலியில்    தென்மாவட்டம் ஹீரோ அண்ணன் ராக்கெட் ராஜா அவர்கள் திருநெல்வேலியில் அண்ணன் அவர்கள் தான்,1
சென்னையை நடுங்கும் திருநெல்வேலி ஊர்க்கார அண்ணா,1
திருநெல்வேலி ல,1
"திருநெல்வேலி எங்களுக்கு அடையாளம்
நாங்க திருநெல்வேலிக்கே அடையாளம்",1
நான் மதுரைகாரன் எனக்கு நெல்லைனா தெரிந்ததுஜாதி கலவரங்களின் தலைநகரம் நெல்லை,-1
திருநெல்வேலி வந்தாலே உங்களே வரவேற்க எங்க அய்யா காமராஜர் காமராஜர் கம்பிரமாய் நீப்பாங்க வரவேர்பதற்கு,1
நான் தஞ்சை மாவட்டம் எனக்கு தெரிஞ்சி சென்னை பசங்க மாதிரி யாரும் பழகமுடியாது சென்னை பசங்கள்ளுக்கு ஜாதி மதம் இது எதுவுமே தெரியாது நண்பன்னுக்காக எதையும் செய்வாங்க,-1
நீங்க திருநெல்வேலி வந்து பழகி பாருங்க வராம நீங்க பேசினா எப்படி பழகி பாருங்க அதுக்கு பிறகு உங்களுக்கு புரியும் சகோ,1
எம் ஊரை தலைநகரம் பேசும் போது பெருமை கொள்கிறேன்,1
திருநெல்வேலி காரன் மேலே உண்மை யான அன்பு வைத்தால் உயிர் ஐ கூட கொடுப்போம் ல மாமே மாப்ள எழு,-1
திருநெல்வேலி இது வீரம் வீலைஞ்ச மண்ணு,1
நன்றி,1
டேய் முட்டா கூதி வரலாறு உள்ள மதுரைக்கு வந்து பேட்டி எடுடா,-1
டேய் மதுரை பாசத்துக்கும் வீரத்துக்கும் பேர்போன ஊரு டா  மதுரைக்கு அப்புறம் தாண்ட வேற எல்லாம்,-1
சகோ திருநெல்வேலி பத்தி தான் பேசிட்டு இருக்காங்க மதுரை பத்தி பேசல அவங்க வாயிலே வருது திருநெல்வேலி தான்னு இதிலேயே தெரியலையா உங்களுக்கு திருநெல்வேலி தான் கெத்து,-1
கல்கத்தாவில் திருநெல்வேலிகாரன் என்று சொன்னேன் அது ஒரு டேன்ஜரஸ் இடம் சொன்னான் ஒரு ஆள்,-1
பகைத்து மட்டும் விடாதே ல நண்பா படைத்தவனே  வந்தாலும் படம் ஒடாது,-1
நெல்லை கோனார்,-1
எங்களுக்கு அன்பா பேசுனா அல்வா கொடுக்கவும் தெரியும் வம்பா பேசுனா அரிவாள் எடுக்கவும் தெரியும் திருநெல்வேலி காரண் டா,1
நெல்லை சீமை,1
உயிரை விட மானம் பெரிதென வாழும் திருநெல்வேலி காரன்,1
திருநெல்வேலி ரவுடி ரைடர்ஸ்  திருநெல்வேலி தான் எங்களுக்கு அடையாளம் திருநெல்வேலி க்கே நாங்க தான் அடையாளம்,1
நெல்லை மக்கள் லைக் இட்,-1
ஒரு  ஜாதி திருநெல்வேலி ல இருக்கு ஒருத்தனுக்கு ஒருத்தன் அடிச்சிக்கிருவாங்க  இதான் உண்மை,-1
திருநெல்வேலினாளே  கராத்தே செல்வின் நாடார் ராக்கெட் ராஜா  தான்,1
திருநெல்வேலி மாஸ்ஸ்ஸ்ஸ்ஸ் பொண்ணு,1
ஏலே,0
ஏலே தான் திருநெல்வேலிக்கு அடையாளம் திருநெல்வேலிக்கே நாடார்தாம்லே அடையாளம்,-1
திருநெல்வேலி நாடார்லே,1
திருநெல்வேலி நாலே ௭ங்க ௮ன்னண் செல்வின் நாடார் தான்,1
மூத்திர ரசம் இலவசம்,0
பொங்கல் விலை ரூ அளவு கோவிலில் கொடுக்கும் பிரசாதத்தை விட குறைவாக இருக்கும்,-1
மதுரையில் வேற கடையே கிடைக்கவில்லையா சுவை என்றால் என்ன விலை என்று கேட்க வைக்கும் விலை மிகவும் அதிகமாக உள்ளது கடலைமாவு சாம்பார்,-1
இப்படித்தான் நம்பி வந்தோம் கடைசில அமவுண்ட்  அதிகம் சாதா தோசை  ரூபாய்,-1
வெஸ்ட்,0
வாழ்த்துக்கள் நண்பரே  உழைத்துப்பிழைக்கும் உங்களைப்போன்றவர்களை நாத்திகர்களாகிய நாங்களும் மதிப்பதுண்டு நீங்கள் சாதி பேதம் பார்ப்பவரா என்று எனக்கு தெரியவில்லை அதனால் உழைத்துத்தான் வாழ வேண்டும் என்ற உங்கள் எண்ணத்திற்கு மட்டும் என் வணக்கங்கள்  வாழ்த்துக்கள்,-1
வாழ்த்துக்கள்,1
தங்கள் நீ ண்ட நாள் வாழ இறைவநீ டம் வேண்டுகிறேன்,1
எனக்கு இவர் மனைவியை பார்க்க வேண்டும் என்று இருந்திருக்கிறது,0
மனைவி அமைவதெல்லாம் இறைவன் கொடுத்த வரம்,1
இது போன்ற வீடியோக்களைப் பார்த்து  ஆகி இன்று காலை உணவு இந்த கடைக்குச் சாப்பிடச் சென்றேன் இட்லி பொங்கல் வடை சாம்பார் சட்னி அனைத்தும் படு மோசம் பூரி சற்று பரவாயில்லை உண்மையச் சொல்றேன் தயவுசெய்து போகாதீங்க ஏமாறாதீங்க,-1
நானும் ஒரு நாள் ரயில்வே ஸ்டேஷனி லிருந்து நடந்து போனேன் என் நேரம் கடை பூட்டியிருந்தது கண் அறுவை சிகிச் ச்சை காரணமாக கடை லீவுனு எழுதிருந்தது,-1
மீனாட்சியை வழிபட மதுரை வந்தால் கண்டிப்பா உங்க உணவகத்தில் கண்டிப்பாக சாப்பிடுவேன்,1
ஐயா நீங்க பேசிய ஒவ்வொரு வார்த்தைகளையும் உண்மையுள்ளது ஐயா,-1
காசு கொடுத்தா எல்லாமே கிடைக்கும் ஆனால் அன்புக்காக தன் வரங்க,-1
உண்மையில் மீனாட்சி அம்மன் தான் அந்த அம்மா,-1
இப்பேர்ப்பட்ட பிராமண பெருமக்களைத்தான் இந்த போலி எச்சை திராவிடர்கள் கொடுமை படுத்தினார்கள்இன்றைக்கு வரை அக்கொடுமையை செய்துகொண்டிருக்கின்றனர் எச்சை திராவிடம்திக திமுக விசிக ககம்யூனிஸ்ட்,-1
நீங்கவெள்ளிக்கிழமை அந்த அன்னபூரணி அம்மாவையும் பேட்டி எடுத்துட்டு வாங்க,-1
"உண்மை சொல்லறாரு 
வாழ்த்துக்கள்",-1
இ து எங்க இருக்கு,0
ஜயரே உங்கள் சேவை தொடரட்டும்,1
முருகன் அருளால் ஐயா  உங்களுக்கு விருதுகள் வரை வாழ்த்துகள்,1
வடக்கு கோபுரம்,0
சூப்பர்,1
நீங்க மேன் மேலும் வெற்றி பெற வாழ்த்துக்கள்,1
திருநெல்வேலி தமிழ் தெற்கு சீமை,1
திருநெல்வேலி தென்காசி தூத்தூக்குடி பரோட்டா அருமையா இருக்கும் அப்புறம் பரோட்டா வ புரோட்டா னு தான் சொல்லுவோம்,-1
பரோட்டாவுக்கு சட்னி ஊத்தி தின்னுக்கிட்டு பேச்ச பாரு,1
சத்தியமான உண்மை இதை யாரெல்லாம் நம்புவீங்க தெரியாது ஆனா இது உண்மையா தான்,-1
இந்த பெண் அழகு திருநெல்வேலி தமிழ் அழகு,1
திருநெல்வேலி தமிழ் அழகுலே,1
திருநெல்வேலி பேச்சு இனிமையிலும் இனிமை பேருந்தில் பயணம் செய்யும் போது கேட்டு மகிழலாம்,1
திருநெல்வேலி தமிழ் அழகு தான்  நான் ஏதாவது வேற ஊருக்கு போனாலே நான் பேசுறத பார்த்து திருநெல்வேலியானு கேட்பாங்க,1
ஒவ்வொரு மாவட்டத்திலும் நம்ம தமிழ் அழகு தான்,1
திருநெல்வேலி ல நானும் டீ குடிக்கும் போது சர்க்கரை பத்தல கொஞ்சம் சர்க்கரை குடுங்கன்னு கேட்ட  வித்யாசமா பாத்தாங்க அப்போ புரியல இப்போ,-1
ஏலே திருநெல்வேலி காரம்ல சூப்பர் சகோதரி,0
நான் கோவை  நான் பல வட்டார வழக்கு சொற்கள் உபயோகிப்பேன் எப்பவுமே கிண்டல் செய்வாங்க என் பிரெண்ட்ஸ் நான் அதை எல்லாம் பெருசா எடுத்துக்க மாட்டேன்,-1
எலே  திருநெல்வேலிய  பத்தா பிரிச்சாலும் நான் திருநெல்வேலி காரன்தாம்  ல,-1
வந்துட்டா ஒன்னும் தெரியாம ஆட்டிக்கிட்டு,-1
திருநெல்வேலி  என்றாலே  ஒரு கெத்து தான்,1
வந்துட்டா சென்னைல இருந்து ஒன்னும் தெரியாம ஆட்டிகிட்டு,-1
அருமை இந்த வார்த்தை எல்லாம் இந்த காணொளி மூலம் இன்று கற்றுக்கொண்டேன் மிக்க நன்றி,1
தமிழே  நம்ம  சனங்களுக்கு  சரியா  வராது   இது  எங்க நெல்லை  தமிழ்  புரிய  போவுது,1
நான் தென்காசியிலே பிறந்தால் கூடே திருநெல்வேலி காரன் என்று சொல்றதே கெத்து பெருமை,1
நான் தென்காசி தான் ஆனால் திருநெல்வேலி காரண் சொல்லுவது தான் பெருமை  டேய் பிரித்தே ஆக வேண்டும் என்றால்  பெயரையாவது   தெற்கு திருநெல்வேலி என்று மாற்றுங்கள்,-1
எலே என்பது வெறும் சொல் அல்ல எம்மக்களின் அடையாளம்,0
திருநெல்வேலி மாவட்டத்தில் ஏல  வால போல சாப்பிட்டியால ஊருக்குபோறியால எப்பவந்தல என்பதுதான்பாசமானவார்த்தைகள்,-1
சோலியா பாரு,1
கொட்டி நபர்,-1
பொருள்,0
ரூட்டு ஆ பேசுறான்,1
அவென் ஏரியா ல இன்று பஞ்சாயத்து பேச குப்ட்ருகன் டா,1
இங்கிட்டு வா,-1
